Timestamp,Tanggal,Pesawat ,Status,Jumlah Penumpang,Jumlah Cargo,Load Factor, Harga Tiket Tertinggi (Departure),Nama Petugas Posko,Remark,Destination ( From - To),Kode Penerbangan, Harga Tiket Terendah (Departure)
27/12/2024 14:31:53,27/12/2024,Susi air,Arrival,12,0,100, Rp -   ,Indra Anugrah,Perintis,RTU-AAP,SI8313,
27/12/2024 14:41:56,27/12/2024,Susi air,Departure,4,0,33, Rp 375.770 ,Joko Prayitno,Perintis,AAP-MHU,SI8445,
27/12/2024 14:49:51,27/12/2024,Super Air Jet,Arrival,168,436,91, Rp -   ,SITI KHOLIFAH,Berjadwal,SUB-AAP,IU642,
27/12/2024 14:55:17,27/12/2024,Super Air Jet,Departure,177,125,97, Rp 1.243.000 ,INDRA ANUGRAH,Berjadwal,AAP-SUB,IU641,
27/12/2024 15:06:12,27/12/2024,Wing air,Arrival,46,9,61, Rp -   ,Joko Prayitno,Berjadwal,BEJ-AAP,IW1485,
27/12/2024 15:09:18,27/12/2024,Wing air,Departure,48,8,65, Rp 1.357.600 ,Siti Kholifah,Berjadwal,AAP-BEJ,IW1484,
27/12/2024 16:12:24,27/12/2024,Super Air Jet,Arrival,162,2949,88, Rp -   ,INDRA ANUGRAH,Berjadwal,YIA-AAP,IU658,
27/12/2024 16:15:15,27/12/2024,Super Air Jet,Departure,171,22,95, Rp 1.193.700 ,INDRA ANUGRAH,Berjadwal,AAP-SUB,IU643,
27/12/2024 16:17:41,27/12/2024,Citilink,Arrival,138,1170,75, Rp -   ,SITI KHOLIFAH,Berjadwal,CGK-AAP,QG422,
27/12/2024 16:34:42,27/12/2024,Susi air,Arrival,11,0,83, Rp -   ,JOKO PRAYITNO,Perintis,MHU-AAP,S18357,
27/12/2024 16:40:38,27/12/2024,Susi air,Departure,9,0,75, Rp 375.770 ,JOKO PRAYITNO,Perintis,AAP-MHU,S18313,
27/12/2024 16:51:37,27/12/2024,Citilink,Departure,160,106,87, Rp 1.576.000 ,SITI KHOLIFAH,Berjadwal,AAP-CGK,QG423,
27/12/2024 16:54:35,27/12/2024,Susi air,Arrival,11,0,83, Rp -   ,JOKO PRAYITNO,Perintis,MHU-AAP,SI18446,
27/12/2024 18:08:03,27/12/2024,Batik Air,Arrival,133,1517,85, Rp -   ,INDRA ANUGRAH,Berjadwal,CGK-AAP,ID6676,
27/12/2024 18:30:36,27/12/2024,Batik Air,Departure,157,0,101, Rp 1.473.000 ,SITI KHOLIFAH,Berjadwal,AAP-CGK,ID6677,
28/12/2024 8:26:49,28/12/2024,Batik Air,Arrival,76,1897,47,,ALEX,Berjadwal,CGK-AAP,ID6672,
28/12/2024 8:29:34,28/12/2024,Susi air,Departure,11,0,83,,ALEX,Berjadwal,AAP-LPU,SI8322,
28/12/2024 9:28:36,28/12/2024,Super Air Jet,Arrival,173,2546,95, Rp 1.395.700 ,RUDI,Berjadwal,SUB-AAP,IU640,
28/12/2024 9:30:10,28/12/2024,Batik Air,Departure,137,691,87, Rp 1.944.800 ,EKO,Berjadwal,AAP-CGK,ID6673,
28/12/2024 10:13:27,28/12/2024,Super Air Jet,Departure,179,97,99, Rp 1.395.700 ,ALEX,Berjadwal,AAP-SUB,IU641,
28/12/2024 10:14:35,28/12/2024,Citilink,Arrival,102,3158,56, Rp 1.645.469 ,RUDI,Berjadwal,CGK-AAP,QG422,
28/12/2024 10:48:38,28/12/2024,Citilink,Departure,148,233,81, Rp 1.395.623 ,ALEX,Berjadwal,AAP-SUB,QG461,
28/12/2024 11:56:08,28/12/2024,Wing air,Arrival,70,1,97, Rp 1.357.550 ,ALEX,Berjadwal,BEJ-AAP,IW1485,
28/12/2024 13:02:43,28/12/2024,Wing air,Departure,71,6,99, Rp 4.024.545 ,IWAN KURNIAWAN,Berjadwal,AAP-BEJ,IW1484,
28/12/2024 13:03:12,28/12/2024,Wing air,Arrival,70,1,97, Rp 4.288.813 ,MUHAMMAD RIZKY MALIK,Berjadwal,BEJ-AAP,IW1485,
28/12/2024 15:21:09,28/12/2024,Batik Air,Departure,146,26,92, Rp 1.944.800 ,IWAN KURNIAWAN,Berjadwal,AAP-CGK,ID6257,
28/12/2024 15:21:14,28/12/2024,Batik Air,Arrival,76,1650,48, Rp 1.944.800 ,MUHAMMAD RIZKY MALIK,Berjadwal,CGK-AAP,ID6256,
28/12/2024 15:26:48,28/12/2024,Super Air Jet,Arrival,179,1431,97, Rp 1.395.700 ,MUHAMMAD RIZKY MALIK,Berjadwal,SUB-AAP,IU642,
28/12/2024 15:26:52,28/12/2024,Super Air Jet,Departure,181,0,99, Rp 1.395.700 ,IWAN KURNIAWAN,Berjadwal,AAP-SUB,IU643,
28/12/2024 15:33:39,28/12/2024,Susi air,Departure,3,0,25, Rp 350.000 ,IWAN KURNIAWAN,Berjadwal,AAP-MHU,SI8356,
28/12/2024 15:33:50,28/12/2024,Susi air,Arrival,5,0,42, Rp 460.000 ,MUHAMMAD RIZKY MALIK,Berjadwal,LPU-AAP,SI8323,
28/12/2024 17:10:52,28/12/2024,Citilink,Departure,162,107,87, Rp 1.567.400 ,IWAN KURNIAWAN,Berjadwal,AAP-CGK,QG423,
28/12/2024 17:10:55,28/12/2024,Citilink,Arrival,129,1629,71, Rp 1.567.400 ,MUHAMMAD RIZKY MALIK,Berjadwal,CGK-AAP,QG422,
28/12/2024 17:13:45,28/12/2024,Susi air,Arrival,6,0,50, Rp 456.000 ,MUHAMMAD RIZKY MALIK,Berjadwal,MHU-AAP,SI8357,
28/12/2024 17:21:12,28/12/2024,Batik Air,Arrival,96,687,60, Rp 1.944.800 ,MUHAMMAD RIZKY MALIK,Berjadwal,CGK-AAP,ID6676,
28/12/2024 17:22:59,28/12/2024,Batik Air,Arrival,96,687,60, Rp 1.944.800 ,MUHAMMAD RIZKY MALIK,Berjadwal,CGK-AAP,ID6676,
28/12/2024 17:53:55,28/12/2024,Batik Air,Departure,144,13,0, Rp 1.944.800 ,IWAN KURNIAWAN,Berjadwal,AAP-CGK,ID6677,
29/12/2024 8:50:33,29/12/2024,Batik Air,Arrival,73,3473,47, Rp 1.944.800 ,1. MURDOKO 2. ANDRE RAMADHAN PUTRA 3. FIKRI LISANI ZAMZAM 4. FEBRIANUR EATON D,Berjadwal,CGK - AAP,ID6672,
29/12/2024 8:52:49,29/12/2024,Super Air Jet,Arrival,142,1691,77, Rp 1.395.700 ,1. MURDOKO 2. ANDRE RAMADHAN PUTRA 3. FIKRI LISANI ZAMZAM 4. FEBRIANUR EATON D,Berjadwal,SUB - AAP,IU640,
29/12/2024 10:59:07,29/12/2024,Batik Air,Departure,152,441,96, Rp 1.944.800 ,1. MURDOKO 2. ANDRE RAMADHAN PUTRA 3. FIKRI LISANI ZAMZAM 4. FEBRIANUR EATON D,Berjadwal,AAP - CGK,ID6673,
29/12/2024 11:02:51,29/12/2024,Citilink,Arrival,120,2870,66, Rp 1.395.623 ,1. MURDOKO 2. ANDRE RAMADHAN PUTRA 3. FIKRI LISANI ZAMZAM 4. FEBRIANUR EATON D,Berjadwal,SUB - AAP,QG460,
29/12/2024 11:04:33,29/12/2024,Citilink,Departure,136,234,75, Rp 1.395.623 ,1. MURDOKO 2. ANDRE RAMADHAN PUTRA 3. FIKRI LISANI ZAMZAM 4. FEBRIANUR EATON D,Berjadwal,AAP - SUB,QG461,
29/12/2024 11:27:39,29/12/2024,Super Air Jet,Departure,181,51,98, Rp 1.456.700 ,1. MURDOKO 2. ANDRE RAMADHAN PUTRA 3. FIKRI LISANI ZAMZAM 4. FEBRIANUR EATON D,Berjadwal,AAP - YIA,IU659,
29/12/2024 12:10:22,29/12/2024,Wing air,Arrival,70,5,95, Rp 1.357.550 ,1. MURDOKO 2. OKTA,Berjadwal,BEJ - AAP,IW-1485,
29/12/2024 12:20:30,29/12/2024,Super Air Jet,Arrival,189,293,100, Rp 1.397.700 ,1. MURDOKO 2. OKTA,Berjadwal,SUB-AAP,IU-642,
29/12/2024 13:07:27,29/12/2024,Wing air,Departure,73,1,98, Rp 1.357.550 ,1. MURDOKO 2. OKTA,Berjadwal,AAP-BEJ,IW-1484,
29/12/2024 13:16:27,29/12/2024,Super Air Jet,Departure,180,81,99, Rp 1.395.700 ,1. MURDOKO 2. OKTA,Berjadwal,AAP-SUB,IU-641,
29/12/2024 14:10:22,29/12/2024,Super Air Jet,Arrival,181,0,97, Rp 1.103.000 ,BPK MURDOKO DAN OKTA,Tidak Berjadwal,UPG-AAP,IU-533,
29/12/2024 14:12:49,29/12/2024,Citilink,Arrival,145,1822,79, Rp 1.656.029 ,BAPAK MURDOKO DAN OKTA,Berjadwal,CGK-AAP,QG-422,
29/12/2024 15:28:49,29/12/2024,Super Air Jet,Departure,185,49,99, Rp 1.103.540 ,BAPAK MURDOKO DAN OKTA,Berjadwal,AAP-UPG,IU-532,
29/12/2024 16:39:02,29/12/2024,Citilink,Departure,178,286,98, Rp 1.656.029 ,BAPAK MURDOKO DAN OKTA,Berjadwal,AAP-CGK,QG-423,
29/12/2024 17:28:08,29/12/2024,Batik Air,Arrival,156,1423,99, Rp 1.944.800 ,BAPAK MURDOKO DAN OKTA,Berjadwal,CGK-AAP,ID-6676,
29/12/2024 17:37:39,29/12/2024,Super Air Jet,Arrival,180,2975,99, Rp 1.395.700 ,BAPAK MURDOKO DAN OKTA,Berjadwal,YIA-AAP,IU-658,
29/12/2024 18:57:09,29/12/2024,Batik Air,Departure,147,0,93, Rp 1.944.800 ,BAPAK MURDOKO DAN OKTA,Berjadwal,AAP-CGK,ID-6677,
29/12/2024 19:16:14,29/12/2024,Super Air Jet,Departure,143,191,79, Rp 1.395.700 ,BAPAK MURDOKO DAN OKTA,Berjadwal,AAP-SUB,IU-643,
30/12/2024 8:37:06,30/12/2024,Batik Air,Arrival,115,2148,73%, Rp 1.944.800 ,"M. JAENAL, MUTIA RACHMI, SRI LANJARI, ANDI AMIRAH",Berjadwal,CGK-AAP,ID6672,
30/12/2024 8:42:09,30/12/2024,Super Air Jet,Arrival,147,473,81, Rp 1.395.700 ,"M. JAENAL, MUTIA RACHMI, SRI LANJARI, AMIRAH",Berjadwal,SUB-AAP,IU640,
30/12/2024 9:27:55,30/12/2024,Batik Air,Departure,139,395,87, Rp 1.944.800 ,"JAENAL, MUTIA, SRI, AMIRA",Berjadwal,AAP-CGK,ID6673,
30/12/2024 9:31:22,30/12/2024,Citilink,Arrival,113,2942,61, Rp 1.656.029 ,"JAENAL, MUTIA, SRI, AMIRA",Berjadwal,SUB-AAP,QG460,
30/12/2024 9:34:24,30/12/2024,Susi air,Departure,8,0,58, Rp 375.770 ,"JAENAL, MUTIA, SRI, AMIRA",Berjadwal,AAP-MHU,SI8324,
30/12/2024 9:40:25,30/12/2024,Susi air,Arrival,10,0,83, Rp 340.240 ,"JAENAL, MUTIA, SRI, AMIRA",Berjadwal,RTU-AAP,SI8313,
30/12/2024 9:49:33,30/12/2024,Super Air Jet,Departure,180,216,98, Rp 1.395.700 ,"JAENAL, MUTIA, SRI, AMIRA",Berjadwal,AAP-SUB,IU641,
30/12/2024 10:24:17,30/12/2024,Susi air,Arrival,9,0,75, Rp 365.770 ,"JAENAL, MUTIA, SRI, AMIRA",Berjadwal,MHU-AAP,SI8357,
30/12/2024 11:00:39,30/12/2024,Citilink,Departure,158,61,86, Rp 1.395.623 ,"JAENAL, MUTIA, SRI, AMIRA",Berjadwal,AAP-SUB,QG461,
30/12/2024 14:39:52,30/12/2024,Super Air Jet,Departure,181,592,97, Rp 1.944.800 ,Fajrul Syamsi,Berjadwal,SUB-AAP,IU642,
30/12/2024 14:42:43,30/12/2024,Wing air,Arrival,41,0,56, Rp 1.944.800 ,Fajrul Syamsi,Berjadwal,BEJ-AAP,IW1485,
30/12/2024 14:44:37,30/12/2024,Susi air,Departure,0,0,0, Rp 1.944.700 ,Fajrul Syamsi,Perintis,AAP-MXB,PK-BVL,
30/12/2024 14:48:01,30/12/2024,Wing air,Departure,67,4,90, Rp 1.944.700 ,Fajrul Syamsi,Berjadwal,AAP-BEJ,IW1484,
30/12/2024 14:49:21,30/12/2024,Super Air Jet,Departure,173,30,96, Rp 1.944.700 ,Fajrul Syamsi,Berjadwal,AAP-SUB,IU643,
31/12/2024 9:22:30,31/12/2024,Super Air Jet,Arrival,174,1375,96,,"YUDHY, AYU, ZAKIA, ANDINI",Berjadwal,SUB-AAP,IU-640,
31/12/2024 9:25:46,31/12/2024,Citilink,Arrival,150,791,83,,"YUDHY, AYU, ZAKIA, ANDINI",Berjadwal,SUB-AAP,QG-460,
31/12/2024 9:30:14,31/12/2024,Super Air Jet,Departure,138,4,76, Rp 1.456.780 ,"YUDHY, AYU, ZAKIA, ANDINI",Berjadwal,AAP-YIA,IU-659, Rp 1.174.880 
31/12/2024 10:57:33,31/12/2024,Citilink,Departure,160,189,89, Rp 1.395.623 ,"YUDHY, AYU, ZAKIA, ANDINI",Berjadwal,AAP-SUB,QG-461, Rp 789.563 
31/12/2024 17:01:58,31/12/2024,Batik Air,Arrival,126,2824,81,,"Gunawan, Aziz, Dimas",Berjadwal,CGK-AAP,ID-6256,
31/12/2024 16:57:45,31/12/2024,Batik Air,Departure,134,532,85, Rp 1.944.000 ,"Gunawan, Aziz, Dimas",Berjadwal,AAP-CGK,ID-6257, Rp 1.190.000 
31/12/2024 17:23:12,31/12/2024,Super Air Jet,Arrival,154,1367,84,,"Gunawan, Aziz, Dimas",Berjadwal,YIA-AAP,IU-658,
31/12/2024 17:25:24,31/12/2024,Super Air Jet,Departure,179,256,98, Rp 1.395.700 ,"Gunawan, Aziz, Dimas",Berjadwal,AAP-SUB,IU-643, Rp 923.900 
31/12/2024 17:27:02,31/12/2024,Citilink,Arrival,144,2430,78,,"Gunawan, Aziz, Dimas",Berjadwal,CGK-AAP,QG-422,
31/12/2024 17:28:54,31/12/2024,Citilink,Departure,170,118,94, Rp 1.656.029 ,"Gunawan, Aziz, Dimas",Berjadwal,AAP-CGK,QG-423, Rp 854.609 
31/12/2024 17:30:30,31/12/2024,Batik Air,Arrival,128,980,82,,"Gunawan, Aziz, Dimas",Berjadwal,CGK-AAP,ID-6676,
31/12/2024 17:44:41,31/12/2024,Batik Air,Departure,114,0,72, Rp 1.944.800 ,"Gunawan, Aziz, Dimas",Berjadwal,AAP-CGK,ID-6677, Rp 1.190.000 
01/01/2025 10:09:24,01/01/2025,Super Air Jet,Arrival,156,2373,86, Rp 1.962.100 ,EDY PURWANTO,Berjadwal,SUB  - AAP,IU640, Rp 932.100 
01/01/2025 10:14:53,01/01/2025,Super Air Jet,Departure,176,462,96, Rp 1.408.100 ,RIPALDI SUWANDI,Berjadwal,SUB-AAP,IU641, Rp 932.100 
01/01/2025 10:21:52,01/01/2025,Wings Air,Arrival,45,2,61, Rp 1.369.550 ,EDY PURWANTO,Berjadwal,BEJ - AAP,IW 1485, Rp 1.369.550 
01/01/2025 13:04:19,01/01/2025,Batik Air,Arrival,104,3096,66, Rp 1.656.029 ,RAHMAD TJIPTO W,Berjadwal,CGK-AAP,ID6256, Rp 1.335.239 
01/01/2025 13:05:52,01/01/2025,Wings air,Departure,47,7,62, Rp 1.369.550 ,RAHMAD TJIPTO W,Berjadwal,AAP-BEJ,IW1484, Rp 1.369.550 
01/01/2025 13:35:09,01/01/2025,Batik Air,Departure,148,390,94, Rp 1.656.029 ,RAHMAD CHIPTO,Berjadwal,AAP-CGK,ID6257, Rp 1.335.239 
01/01/2025 15:03:07,01/01/2025,Citilink,Arrival,132,1549,72, Rp 1.656.029 ,YOGIK MARSANTIA H,Berjadwal,CGK-AAP,QG422, Rp 1.335.239 
01/01/2025 16:45:11,01/01/2025,Citilink,Departure,135,84,75, Rp 1.335.239 ,YOGIK MARSANTIA H,Berjadwal,AAP-CGK,QG423, Rp 1.656.029 
01/01/2025 18:21:04,01/01/2025,Citilink,Arrival,160,3373,86, Rp 1.395.623 ,Rahmat Tjipto Wibowo,Berjadwal,SUB-AAP,QG 460, Rp 856.163 
01/01/2025 18:22:43,01/01/2025,Citilink,Departure,107,156,58, Rp 1.395.623 ,Rahmat Tjipto Wibowo,Berjadwal,AAP - SUB,QG 461, Rp 856.163 
01/01/2025 18:24:41,01/01/2025,Super Air Jet,Arrival,178,299,98, Rp 1.408.100 ,Rahmat Tjipto Wibowo,Berjadwal,SUB - AAp,IU 642, Rp 932.100 
01/01/2025 18:50:26,01/01/2025,SMART ,Arrival,1,0,8,-,Rahmat Tjipto Wibowo,Tidak Berjadwal,TRK - AAP,PK - SNT,-
01/01/2025 18:51:52,01/01/2025,Super Air Jet,Departure,156,0,87, Rp 1.408.100 ,Rahmat Tjipto Wibowo,Berjadwal,AAP _ SUB,IU 643, Rp 932.100 
02/01/2025 8:36:45,02/01/2025,Batik Air,Arrival,110,3251,68, Rp -   ,SUPIAN NOR,Berjadwal,CGK-AAP,ID6672, Rp -   
02/01/2025 9:15:51,02/01/2025,Batik Air,Departure,147,162,92, Rp 1.944.000 ,MISNO,Berjadwal,AAP-CGK,ID6673, Rp 1.581.300 
02/01/2025 9:57:17,02/01/2025,Citilink,Arrival,181,1818,99, Rp -   ,SUPIAN NOR,Berjadwal,SUB-AAP,QG460, Rp -   
02/01/2025 11:14:47,02/01/2025,Citilink,Departure,178,26,98, Rp 1.395.623 ,YUSUANIKE NURSANDI,Berjadwal,AAP-SUB,QG461, Rp 804.563 
02/01/2025 13:03:08,02/01/2025,Super Air Jet,Arrival,181,1562,99,,UJANG SHOLAHUDIN - EMMA HARIFA - ATALA DHIYA ULHAQ,Berjadwal,SUB-AAP,IU640,
02/01/2025 13:19:27,02/01/2025,Wing air,Arrival,51,0,70,,UJANG - EMA - ATALA,Berjadwal,BEJ-AAP,IW-1485,
02/01/2025 13:23:31,02/01/2025,Wing air,Departure,69,45,88, Rp 1.357.550 ,UJANG - EMA - ATALA,Berjadwal,AAP-BEJ,IW - 1484,-
02/01/2025 13:49:19,02/01/2025,Citilink,Arrival,157,749,87,,UJANG - EMA - ATALA,Berjadwal,CGK - AAP,GQ 422,
02/01/2025 13:50:59,02/01/2025,Super Air Jet,Departure,123,39,67, Rp 1.456.780 ,UJANG - EMA - ATALA,Berjadwal,AAP-YIA,IU 659, Rp 1.256.980 
02/01/2025 16:18:12,02/01/2025,Citilink,Departure,134,43,137, Rp 1.656.029 ,UJANG-EMA-ATALA,Berjadwal,AAP-CGK,QG 423, Rp 1.095.600 
02/01/2025 16:28:56,02/01/2025,Batik Air,Arrival,149,3003,94,,UJANG - EMA - ATALA,Berjadwal,CGK-AAP,ID-6676,
02/01/2025 18:16:24,02/01/2025,Smart Aviation,Departure,0,0,0, Rp 710.360 ,Ujang Sholahudin - Emma Harifa - Atala Dhiya Ulhaq,Perintis,AAP-RTU,PK-SNT, Rp 710.360 
02/01/2025 18:18:36,02/01/2025,Smart Aviation,Arrival,9,0,75,,Ujang - Emma - Atala,Perintis,RTU-AAP,PK-SNT,
02/01/2025 18:34:51,02/01/2025,Batik Air,Departure,99,7,62, Rp 1.944.800 ,UJANG - EMA - ATALA,Berjadwal,AAP-CGK,ID-6677, Rp 1.581.300 
02/01/2025 18:38:12,02/01/2025,Super Air Jet,Arrival,182,2760,100,,UJANG - EMA - ATALA,Berjadwal,YIA-AAP,IU 658,
02/01/2025 18:45:59,02/01/2025,Titan Aviation,Arrival,13,0,100,,UJANG-EMMA-ATALA,Tidak Berjadwal,BPN-AAP,VP-CLL,
02/01/2025 18:48:50,02/01/2025,Titan Aviation,Departure,0,0,0,,UJANG-EMMA-ATALA,Tidak Berjadwal,AAP-BPN,VP-CLL,
02/01/2025 19:26:17,02/01/2025,Super Air Jet,Departure,165,173,91, Rp 1.456.780 ,UJANG-EMMA-ATALA,Berjadwal,AAP-SUB,IU 643, Rp 1.248.709 
03/01/2025 9:27:14,03/01/2025,Smart Aviation,Departure,0,0,0, Rp 525.560 ,RUSTAM HANAFI,Perintis,AAP-MHU,PK-SNT, Rp 525.560 
03/01/2025 10:54:15,03/01/2025,Batik Air,Departure,143,694,91, Rp 1.944.800 ,RUSTAM HANAFI,Berjadwal,AAP-CGK,ID6673, Rp 1.378.700 
03/01/2025 10:56:09,03/01/2025,Batik Air,Arrival,140,580,88, Rp 1.944.800 ,RUSTAM HANAFI,Berjadwal,CGK-AAP,ID6672, Rp 1.378.700 
03/01/2025 10:58:42,03/01/2025,Super Air Jet,Departure,145,8,81, Rp 1.584.500 ,RUSTAM HANAFI,Berjadwal,AAP-YIA,IU659, Rp 1.584.500 
03/01/2025 11:02:29,03/01/2025,Super Air Jet,Arrival,183,440,99, Rp 1.584.500 ,RUSTAM HANAFI,Berjadwal,SUB-AAP,IU640, Rp 1.584.500 
03/01/2025 11:08:13,03/01/2025,Citilink,Arrival,184,942,99, Rp 1.395.623 ,RUSTAM HANAFI,Berjadwal,SUB-AAP,QG460, Rp 789.563 
03/01/2025 11:22:32,03/01/2025,Citilink,Departure,179,272,98, Rp 1.395.623 ,RUSTAM HANAFI,Berjadwal,AAP-SUB,QG461, Rp 789.563 
03/01/2025 11:27:17,03/01/2025,Smart Aviation,Departure,3,59,25, Rp 724.920 ,RUSTAM HANAFI,Perintis,AAP-DTD,PK-SNT, Rp 724.920 
03/01/2025 14:49:53,03/01/2025,Wing air,Arrival,61,6,83, Rp 1.357.550 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,BEJ-AAP,IW-1485, Rp 1.357.550 
03/01/2025 14:51:46,03/01/2025,Wing air,Departure,61,25,85, Rp 1.357.550 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,AAP-BEJ,IW-1484, Rp 1.357.550 
03/01/2025 15:05:18,03/01/2025,Batik Air,Arrival,140,680,88, Rp 1.917.600 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,CGK-AAP,ID6672, Rp 1.364.400 
03/01/2025 15:10:42,03/01/2025,Batik Air,Departure,143,694,91, Rp 1.917.600 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,AAP-CGK,ID6673, Rp 1.364.400 
03/01/2025 15:24:03,03/01/2025,Super Air Jet,Arrival,186,2177,100, Rp 1.456.780 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,YIA-AAP,IU658, Rp 1.245.880 
03/01/2025 18:16:37,03/01/2025,Super Air Jet,Departure,183,156,98, Rp 1.395.700 ,"Sigit Subandoro, Muhammad Zuher Ammar, Muhammad Alwan Zuhdi",Berjadwal,AAP-SUB,IU643, Rp 1.125.900 
03/01/2025 18:19:46,03/01/2025,Citilink,Arrival,179,2094,98,,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,CGK-AAP,QG-442,
03/01/2025 18:22:22,03/01/2025,Citilink,Departure,155,159,85, Rp 1.175.399 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,AAP-CGK,QG-423, Rp 1.656.029 
03/01/2025 18:24:50,03/01/2025,Batik Air,Arrival,157,2152,99,,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,CGK-AAP,ID-6676,
03/01/2025 18:29:38,03/01/2025,Batik Air,Departure,149,-,94, Rp 1.944.800 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Berjadwal,AAP-CGK,ID-6677, Rp 1.387.700 
03/01/2025 18:32:33,03/01/2025,Smart Aviation,Arrival,12,-,100,,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Perintis,DTD-AAP,PK-SNT,
03/01/2025 18:34:00,03/01/2025,Smart Aviation,Departure,6,-,50, Rp 710.360 ,"Sigit Subandoro, Muhammad Zuher Ammar Dzaki, Muhammad Alwan Zuhdi",Perintis,AAP-RTU,PK-SNT, Rp 710.360 
04/01/2025 10:03:02,04/01/2025,Batik Air,Arrival,124,1684,78,,Denny dan Nalda,Berjadwal,CGK-AAP,ID6672,
04/01/2025 10:06:47,04/01/2025,Batik Air,Departure,142,720,90, Rp 1.944.000 ,Deny dan Nalda,Berjadwal,AAP-CGK,ID6673, Rp 1.944.000 
04/01/2025 10:45:06,04/01/2025,Super Air Jet,Arrival,183,1020,99,,Deny dan Nalda,Berjadwal,SUB-AAP,ID640,
04/01/2025 10:52:23,04/01/2025,Super Air Jet,Departure,160,271,88, Rp 1.518.600 ,Deny dan Nalda,Berjadwal,AAP-SUB,IU641, Rp 1.046.000 
04/01/2025 10:55:44,04/01/2025,Citilink,Arrival,182,2999,100,,Deny dan Nalda,Berjadwal,SUB-AAP,QG460,
04/01/2025 11:55:45,04/01/2025,Citilink,Departure,119,178,65, Rp 1.395.623 ,Deny dan Nalda,Berjadwal,AAP-SUB,QG461, Rp 912.455 
04/01/2025 12:07:11,04/01/2025,Smart Aviation,Arrival,10,0,75,,Deny dan Nalda,Perintis,RTU-AAP,PK-SNT,
04/01/2025 12:22:33,04/01/2025,Wing air,Arrival,60,2,80,,Andra Hafi Aditya,Berjadwal,BEJ-AAP,IW1485,
04/01/2025 13:10:51,04/01/2025,Super Air Jet,Arrival,185,384,100,,Andra Hafi Aditya,Berjadwal,SUB-AAP,IU642,
04/01/2025 13:13:10,04/01/2025,Wing air,Departure,60,0,83, Rp 1.357.550 ,Andra Hafi Aditya,Berjadwal,AAP-BEJ,IW1484,
04/01/2025 14:44:10,04/01/2025,Smart Aviation,Departure,8,0,66, Rp 747.320 ,Andra Hafi Aditya,Perintis,AAP-LPU,PK-SNT,
04/01/2025 14:50:31,04/01/2025,Smart Aviation,Arrival,12,0,100,,Andra Hafi Aditya,Perintis,LPU-AAP,PK-SNT,
04/01/2025 15:05:16,04/01/2025,Citilink,Arrival,187,2598,100,,Andra Hafi Aditya,Berjadwal,CGK-AAP,QG422,
04/01/2025 15:07:14,04/01/2025,Super Air Jet,Departure,179,0,98, Rp 1.518.600 ,Andra Hafi Aditya,Berjadwal,AAP-SUB,IU643, Rp 1.046.800 
04/01/2025 16:23:42,04/01/2025,Batik Air,Arrival,148,1643,93,,Andra Hafi Aditya,Berjadwal,CGK-AAP,ID6676,
04/01/2025 17:20:42,04/01/2025,Citilink,Departure,170,169,93, Rp 1.656.029 ,Andra Hafi Aditya,Berjadwal,AAP-CGK,QG423, Rp 1.077.845 
04/01/2025 17:38:57,04/01/2025,Batik Air,Departure,126,11,78, Rp 1.944.000 ,Andra Hafi Aditya,Berjadwal,AAP-CGK,ID6677, Rp 1.639.000 
05/01/2025 7:37:38,05/01/2025,Batik Air,Arrival,152,3185,96,,"Arif Rahman, Sandra Dwi Alliah",Berjadwal,CGK-AAP,ID 6672,
05/01/2025 7:58:55,05/01/2025,Super Air Jet,Arrival,179,1550,98,,"Arif Rahman, Sandra Dwi Alliah",Berjadwal,SUB-AAP,IU 640,
05/01/2025 9:16:50,05/01/2025,Batik Air,Departure,136,505,87, Rp 1.944.000 ,"Arif Rahman, Sandra Dwi Alliah",Berjadwal,AAP-CGK,ID 6673, Rp 1.639.000 
05/01/2025 10:06:26,05/01/2025,Citilink,Arrival,179,3347,97,,"Arif Rahman, Sandra Dwi Alliah",Berjadwal,SUB-AAP,QG 460,
05/01/2025 10:09:14,05/01/2025,Super Air Jet,Departure,162,48,89, Rp 1.456.780 ,"Arif Rahman, Sandra Dwi Alliah",Berjadwal,AAP-YIA,IU 659, Rp 1.373.600 
