Timestamp;Tanggal;Pesawat;Status;Jumlah Penumpang;Jumlah Cargo;Load Factor; Harga Tiket Tertinggi (Departure);Nama Petugas Posko;Status 2;Destination ( From - To);Kode Penerbangan; Harga Tiket Terendah (Departure)
3/26/2025 14:38:22;26 March 2025;Smart Aviation;Arrival;0;0;0; Rp-   ;YOGIK;Berjadwal;BPN-AAP;C208B;-
3/26/2025 15:25:22;26 March 2025;Smart Aviation;Departure;9;0;67; Rp747.320 ;YOGIK;Berjadwal;AAP-RTU;PK-SNT;-
3/26/2025 16:02:10;26 March 2025;Smart Aviation;Departure;0;0;0; Rp-   ;YOGIK;Berjadwal;AAP-BPN;PK-SNT; Rp-   
3/26/2025 16:24:53;26 March 2025;Batik Air;Arrival;92;2114;58; Rp1.840.700 ;YOGIK;Berjadwal;CGK-AAP;ID6676;-
3/26/2025 17:26:28;26 March 2025;Smart Aviation;Arrival;11;0;83; Rp700.360 ;YOGIK;Berjadwal;RTU-AAP;PK-SNT;-
3/26/2025 17:34:04;26 March 2025;Batik Air;Departure;157;0;99; Rp1.840.700 ;YOGIK;Berjadwal;AAP-CGK;ID6257;-
3/26/2025 18:00:48;26 March 2025;Batik Air;Departure;157;163;100; Rp1.840.700 ;YOGIK;Berjadwal;AAP-CGK;ID6677;-
4/10/2025 11:33:49;10/04/2025;Smart Aviation;Departure;9;59;0; Rp710.360 ;Yudhy Prasetiyo, Gunawan, Zakiah;Perintis;AAP-RTU;PK-SNT;-
4/10/2025 11:38:44;10/04/2025;Batik Air;Departure;128;654;82; Rp1.450.300 ;Yudhy Prasetiyo, Gunawan, Zakiah;Berjadwal;AAP-CGK;ID6672; Rp1.360.000 
4/10/2025 11:45:20;10/04/2025;Super Air Jet;Departure;164;4;91; Rp1.400.000 ;Yudhy Prasetiyo, Gunawan, Zakiah;Berjadwal;AAP- YIA;IU640; Rp1.360.000 
4/10/2025 11:49:58;10/04/2025;Citilink;Departure;175;232;97; Rp1.600.000 ;Yudhy Prasetiyo, Gunawan, Zakiah;Berjadwal;AAP-SUB;QG460; Rp1.355.000 
4/10/2025 11:56:00;10/04/2025;Batik Air;Arrival;153;2994;98; Rp1.450.300 ;Yudhy Prasetiyo, Gunawan, Zakiah;Berjadwal;CGK-AAP;ID6672; Rp1.350.900 
4/10/2025 12:02:41;10/04/2025;Super Air Jet;Arrival;183;1782;102; Rp1.400.000 ;Yudhy Prasetiyo, Gunawan, Zakiah;Berjadwal;SUB-AAP;IU640; Rp1.360.000 
4/10/2025 12:07:05;10/04/2025;Citilink;Arrival;180;2330;100; Rp1.600.000 ;Yudhy Prasetiyo, Gunawan, Zakiah;Berjadwal;SUB-AAP;QG460; Rp1.355.000 
3/26/2025 8:31:07;26 March 2025;Batik Air;Arrival;61;2944;38;-;Yusuanike;Berjadwal;CGK - AAP;ID6672;-
3/26/2025 12:03:42;26 March 2025;Wing air;Arrival;68;1;93;;YUSUANIKE;Berjadwal;BEJ-AAP;WON1485;
3/26/2025 11:23:21;26 March 2025;Citilink;Departure;183;182;100; Rp1.518.515 ;YUSUANIKE NURSANDI;Berjadwal;AAP-SUB;QG461;-
3/27/2025 8:28:49;27 March 2025;Smart Aviation;Departure;10;0;75; Rp710.360 ;ZALFA;Perintis;AAP-RTU;PK-SNT; Rp710.360 
3/27/2025 9:12:07;27 March 2025;Citilink;Arrival;70;3022;38; Rp1.518.515 ;ZALFA;Berjadwal;SUB-AAP;QG460; Rp1.518.515 
3/27/2025 10:39:01;27 March 2025;Smart Aviation;Arrival;7;0;58; Rp700.360 ;ZALFA;Perintis;RTU - AAP;PKSNT; Rp700.360 
3/27/2025 12:16:41;27 March 2025;Smart Aviation;Departure;4;0;33; Rp724.920 ;ZALFA;Perintis;AAP - DTD;PK-SNT; Rp724.920 
3/22/2025 9:47:00;22 March 2025;Smart Aviation;Arrival;12;0;0;;;Perintis;LPU-AAP;PK-SNV;
3/22/2025 9:47:00;22 March 2025;Citilink;Departure;184;423;178;;;Berjadwal;AAP-SUB;;
